,Institution Name,Issued by Top 25 Institution,Product Name,Report Date,Availability of Credit Card Plan,State,State (Multiple),Pertains to Specific Counties?,Requirements for Opening,Requirements for Opening Types,Geographic Restrictions,Professional Affiliation,Other,Secured Card,Targeted Credit Tiers,Purchase APR Offered?,Purchase APR Vary by Balance,Purchase APR Balance Tier 1,Purchase APR Tier 1 From Balance,Purchase APR Tier 1 To Balance,Purchase APR Balance Tier 2,Purchase APR Tier 2 From Balance,Purchase APR Tier 2 To Balance,Purchase APR Balance Tier 3,Purchase APR Tier 3 From Balance,Purchase APR Tier 3 To Balance,Purchase APR Balance Tier 4,Purchase APR Tier 4 From Balance,Purchase APR Tier 4 To Balance,Purchase APR Index,Variable Rate Index,Index,Purchase APR Vary by Credit Tier,Purchase APR no score,Purchase APR poor,Purchase APR good,Purchase APR great,Purchase APR min,Purchase APR median,Purchase APR max,Introductory APR Offered?,Introductory APR Vary By Credit Tier,Intro APR no score,Intro APR poor,Intro APR good,Intro APR great,Intro APR min,Intro APR median,Intro APR max,Median Length of Introductory APR,Balance Transfer Offered?,Balance Transfer APR Vary by Credit Tier,Transfer APR no score,Transfer APR poor,Transfer APR good,Transfer APR great,Transfer APR min,Transfer APR median,Transfer APR max,Median Length of Balance Transfer APR,Balance Transfer Grace Period,Cash Advance APR Offered?,Cash Advance APR Vary by Credit Tier,Advance APR no score,Advance APR poor,Advance APR good,Advance APR great,Advance APR min,Advance APR median,Advance APR max,Grace Period Offered?,Grace Period,Minimum Finance Charge?,Minimum Finance Charge (Dollars),Balance Computation Method,Balance Computation Method Details,Periodic Fee Type,Annual Fee,Monthly Fee,Weekly Fee,Other Periodic Fee Name,Other Periodic Fee Amount,Other Periodic Fee Frequency,Fee Varies?,Periodic min,Periodic max,Fee Explanation,Purchase Transaction Fees,Purchase Transaction Fee Type,Purchase Transaction Fee ($),Purchase Transaction Fee (%),Minimum Purchase Transaction Fee Amount,Purchase Transaction Fee Calculation,Balance Transfer Fees?,Balance Transfer Fee Types,Balance Transfer Fee ($),Balance Transfer Fee (%),Minimum Balance Transfer Fee Amount,Balance Transfer Fee Calculation,Cash Advance Fees?,Cash Advance Fee For Each Transaction,Cash Advance Fee Types,Cash Advance Fee ($),Cash Advance Fee (%),Minimum Cash Advance Fee Amount,Cash Advance Fee Calculation,Foreign Transaction Fees?,Foreign Transaction Fees Types,Foreign Transaction Fee ($),Foreign Transaction Fee (%),Minimum Foreign Transaction Fee Amount,Foreign Transaction Fee Calculation,Late Fees?,Late Fee Types,Late Fee ($),Late Fee Six Month Billing Cycle,Late Fee Policy Details,Over Limit Fees?,Over Limit Fee Types,Over Limit Fee ($),Overlimit Fee Detail,Other Fees,Additional Fees,Other Fee Name,Other Fee Amount,Other Fee Explanation,Other Fee Name 2,Other Fee Amount 2,Other Fee Explanation 2,Other Fee Name 3,Other Fee Amount 3,Other Fee Explanation 3,Other Fee Name 4,Other Fee Amount 4,Other Fee Explanation 4,Other Fee Name 5,Other Fee Amount 5,Other Fee Explanation 5,Services,Other Services,Rewards,Other Rewards,Card Features,Other Card Features,Contact Information Types,Website for Consumer,Telephone Number for Consumers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ally Bank,TRUE,Ally Unlimited Cash Back Mastercard for Nurses,2024-12-31,National,,,,Yes,Professional Affiliation,,Required to be on Nurses List for Marketing,,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,28.99%,28.99%,28.99%,28.99%,24.49%,28.99%,28.99%,Yes,No,,,,,0.00%,0.00%,0.00%,12,Yes,No,,,,,0.00%,0.00%,0.00%,12,No,Yes,Yes,28.99%,28.99%,28.99%,28.99%,24.49%,,28.99%,Yes,25,Yes,$1.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,4.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,$29.00 for the first occurrence and $40.00 for any subsequent occurrence within six (6) billing cycles. The Late Fee will not exceed the lesser of the amount stated in the Account Summary Table or the amount of the Minimum Payment Due when the payment was,No,,,,Yes,No,Expedited Delivery Fee,$29.00,Replacement plastic,,,,,,,,,,,,,Access to Free Credit Scores; Other,This product also features benefits as offered by Mastercard,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Website,https://www.ally.com/credit-cards/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ally Bank,TRUE,Ally Unlimited Cash Back Mastercard for Educators,2024-12-31,National,,,,Yes,Professional Affiliation,,Required to be on Educators List for Marketing,,No,No credit score; Credit score 619 or less; Credit scores from 620 to 719; Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,28.99%,28.99%,28.99%,24.99%,24.99%,28.99%,28.99%,Yes,No,,,,,0.00%,0.00%,0.00%,12,Yes,No,,,,,0.00%,0.00%,0.00%,12,No,Yes,Yes,28.99%,28.99%,28.99%,24.99%,24.99%,,28.99%,Yes,25,Yes,$1.50,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,4.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,"1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?; 3. If you charge late fees that are not fixed dollar amounts, please explain your late fee policy here.",$29.00,$40.00,$29.00 for the first occurrence and $40.00 for any subsequent occurrence within six (6) billing cycles. The Late Fee will not exceed the lesser of the amount stated in the Account Summary Table or the amount of the Minimum Payment Due when the payment was,No,,,,Yes,No,Expedited Delivery Fee,$29.00,Replacement plastic,,,,,,,,,,,,,Access to Free Credit Scores; Other,This product also features benefits as offered by Mastercard,Cashback rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Website,https://www.ally.com/credit-cards/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,Marriott Bonvoy Bevy™ American Express® Card,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.49%,,29.49%,27.49%,19.99%,27.99%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,Annual,$250.00,,,,,,No,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"Purchase Protection,
Global Assist Hotline,
Extended Warranty,
Baggage Insurance Plan,
Trip Delay Insurance
Marriott Bonvoy Gold Elite Status, 
50K Free Night Award (w/ $15K Spend),
15 Elite Night Credits,
1K Bonus Points per Stay",Travel-related rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.americanexpress.com/us/credit-cards/card/marriott-bonvoy-bevy/,1-888-297-1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,The Charles Schwab Investor Credit Card® from American Express,2024-12-31,National,,,,Yes,Other. Please Describe:,,,Must have an eligible Schwab brokerage account,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.49%,,29.24%,20.49%,18.24%,21.24%,29.99%,Yes,No,,,,,0.00%,0.00%,0.00%,6,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.74%,29.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,Yes,"2. If fee is percentage of transaction amount, what is it?",,2.70%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"1.5% Cashback on all eligible purchases
Dining & Events Assistant
Digital Wallets
Credit Secure
Car Rental Loss and Damage Insurance
Premium Car Rental Protection
Send Money
Split Purchases
Global Assist Home
Amex Offers
Events with Amex
Amex Auto Purchas",Cashback rewards,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Website,https://www.schwab.com/credit-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,Marriott Bonvoy Brilliant® American Express® Card,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.49%,,29.99%,27.99%,19.99%,28.99%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,Annual,$650.00,,,,,,No,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"Purchase Protection,
Premium Global Assist Hotline,
Extended Warranty,
Return Protection,
Baggage Insurance Plan,
Trip Delay Insurance,
Trip Cancellation and Interuption Insurance,
Cell Phone Protection,
$100 Marriott Bonvoy Property Credit,
Fee Credit fo",Travel-related rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.americanexpress.com/us/credit-cards/card/marriott-bonvoy-brilliant/,1-888-297-1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,Hilton Honors American Express Aspire Card,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.49%,,29.49%,27.49%,19.99%,27.99%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,Annual,$550.00,,,,,,No,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"Purchase Protection
Return Protection
Trip Cancellation and Interruption Insurance
Trip Delay Insurance
Baggage Insurance Plan
Premium Global Assist Hotline
Cell Phone Protection

Annual Free Night Reward
Complimentary Hilton Honors Diamond Status
Global ",Travel-related rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.americanexpress.com/us/credit-cards/card/hilton-honors-aspire/,1-888-297-1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,Hilton Honors American Express Surpass® Card,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.49%,,29.49%,27.24%,19.99%,27.49%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,Annual,$150.00,,,,,,No,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"Purchase Protection
Baggage Insurance Plan
Global Assist Hotline

Complimentary Hilton Honors Gold Hilton Status
$200 Hilton Credit ($50 Quarterly)
Complimentary National Car Rental Status Tier
No FX Fees
1 Free Night Reward @ $15K Spend
Hilton Honors Dia",Travel-related rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.americanexpress.com/us/credit-cards/card/hilton-honors-surpass/?eep=25330&linknav=US-Acq-Shop-Consumer-PDP-HiltonAspire-Prospect-click-filmstrip:hilton-honors-surpass,1-888-297-1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,Hilton Honors American Express Card,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.49%,,29.49%,27.99%,19.99%,29.24%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"Purchase Protection
Baggage Insurance Plan
Global Assist Hotline

Complimentary Hilton Honors Silver Status
Hilton Honors Gold Status @ $20K Spend
No FX Fees",Travel-related rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.americanexpress.com/us/credit-cards/card/hilton-honors/?eep=25330&linknav=US-Acq-Shop-Consumer-PDP-HiltonSurpass-Prospect-click-filmstrip:hilton-honors,1-888-297-1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,Delta SkyMiles® Reserve American Express Card,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.49%,,29.49%,26.99%,19.99%,27.49%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,Annual,$650.00,,,,,,No,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"Purchase Protection
Premium Global Assist
Baggage Insurance
Trip Delay Insurance
Cell Phone Protection
Return Protection
Trip Cancellation and Interruption Insurance

$120 Rideshare Credit
20% back on in-flight purchases
$200 Delta Stays Credit
$240 Resy ",Travel-related rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.americanexpress.com/us/credit-cards/card-application/apply/prospect/terms/delta-skymiles-reserve-american-express-card/25330-10-0#offer-terms,1-888-297-1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,Delta SkyMiles® Platinum American Express Card,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.49%,,29.49%,27.24%,19.99%,27.49%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,Annual,$350.00,,,,,,No,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"Purchase Protection
Global Assist
Baggage Insurance
Trip Delay Insurance
Cell Phone Protection

$120 Resy Credit
$120 Rideshare Credit
$150 Delta Stays Credit
20% Back on In-Flight Purchases
Award Travel
Complimentary Upgrade List
Platinum Companion Certi",Travel-related rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.americanexpress.com/us/credit-cards/card-application/apply/prospect/terms/delta-skymiles-platinum-american-express-card/25330-10-0#offer-terms,1-888-297-1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,Delta SkyMiles® Gold American Express Card,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.49%,,29.49%,27.49%,19.99%,27.99%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,Annual,$150.00,,,,,,No,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"Purchase Protection
Global Assist
Baggage Insurance

$100 Delta Stays Credit
$200 Delta Flight Credit
20% Back on In-Flight Purchases
Award Travel
First Checked Bag Free
Medallion Status Upgrades
Pay with Miles
Priority Boarding
ShopRunner
TakeOff 15
No F",Travel-related rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.americanexpress.com/us/credit-cards/card-application/apply/prospect/terms/delta-skymiles-gold-american-express-card/25330-10-0#offer-terms,1-888-297-1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,Delta SkyMiles® Blue American Express Card,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.49%,,29.49%,27.99%,19.99%,29.49%,29.99%,No,,,,,,,,,,No,,,,,,,,,,,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,No,,,,,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,No,,,,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"Purchase Protection
Global Assist

20% Back on In-Flight Purchases
Award Travel
Medallion Status Upgrades
Pay with Miles
ShopRunner
No FX Fees",Travel-related rewards,,"Contactless Payments; Chip card; Fee-free foreign transactions; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.americanexpress.com/us/credit-cards/card-application/apply/prospect/terms/delta-skymiles-blue-american-express-card/25330-10-0#offer-terms,1-888-297-1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,Blue Cash Preferred® Card,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.74%,,29.74%,27.49%,18.24%,28.24%,29.99%,Yes,No,,,,,0.00%,0.00%,0.00%,12,Yes,No,,,,,0.00%,0.00%,0.00%,12,No,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,Annual,$95.00,,,,,,No,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,Yes,"2. If fee is percentage of transaction amount, what is it?",,2.70%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Extension on manufacturer’s warranty; Other,"-Global Assist Hotline
-Purchase Protection
-Return Protection
-ShopRunner
-$84 Disney Bundle Credit",Cashback rewards,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.americanexpress.com/us/credit-cards/card/blue-cash-preferred/?eep=25330&linknav=US-Acq-Shop-Consumer-VAC-Prospect-ViewCardDetail-BCP&intlink=US-Acq-Shop-Consumer-VAC-Top3Tile-Prospect-ViewCardDetail-BCP,1-888-297-1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Express National Bank,TRUE,Blue Cash Everyday® Card,2024-12-31,National,,,,No,,,,,No,Credit score of 720 or greater,Yes,No,,,,,,,,,,,,,Yes,Prime,V,Yes,29.74%,,29.74%,28.24%,18.24%,29.49%,29.99%,Yes,No,,,,,0.00%,0.00%,0.00%,15,Yes,No,,,,,0.00%,0.00%,0.00%,15,No,Yes,No,,,,,29.49%,29.99%,29.99%,Yes,25,No,,Average daily balance including new purchases,,,,,,,,,,,,,No,,,,,,Yes,"2. If fee is percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,3.00%,$5.00,,Yes,Yes,"2. If the fee is a percentage of transaction amount, what is it?; 3. If there's a minimum dollar amount, what is it?",,5.00%,$10.00,,Yes,"2. If fee is percentage of transaction amount, what is it?",,2.70%,,,Yes,1. What is the amount of the first late fee on the account?; 2. What is the amount of late fees charged within six billing cycles of a previous late fee (repeat late fee)?,$29.00,$40.00,,No,,,,Yes,Yes,Returned Payment,$29.00,Fee for a payment that is returned unpaid,Plan Fee,,"A monthly fee up to 1.33% of each purchase or amount placed in a plan based on the plan duration, the APR that would otherwise apply to the purchase, and other factors.",,,,,,,,,,Access to Free Credit Scores; Automobile rental insurance; Discounts on purchases of goods and services (non travel related); Other,"-Global Assist Hotline
-Purchase Protection
-ShopRunner
-$84 Disney Bundle Credit
-$180 Home Chef Credit",Cashback rewards,,"Contactless Payments; Chip card; Mobile wallet provisioning (for example, Apple Pay)",,Phone; Website,https://www.americanexpress.com/us/credit-cards/card/blue-cash-everyday/?eep=25330&linknav=US-Acq-Shop-Consumer-PDP-BCP-Prospect-click-filmstrip:blue-cash-everyday,1-888-297-1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
